SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback
906,2352 Ridgeview Junction,Yakijo,616-53-0046,7724,Chevrolet,Beretta,Teal,1995,508442.61,16590-987,Cleveland Bracchi,Male,Nuclear Power Engineer,312-529-2765,cbracchip5@odnoklassniki.ru,Chicago,United States,US,Illinois,137 Cottonwood Crossing,2018/08/13,43598-316,2019/01/24,Standard Class,Air,60614,950611.83,1,0.82,mastercard,5100144651023776,Bad
907,38314 4th Court,Oyoyo,492-33-7581,2751,Mitsubishi,Excel,Teal,1989,591940.06,47593-359,Merline Elgar,Female,Structural Engineer,210-744-1206,melgarp6@angelfire.com,San Antonio,United States,US,Texas,7707 Warrior Way,2018/11/20,63146-103,2019/04/19,Standard Class,Air,78225,859637.02,1,0.55,maestro,676298391360019914,Good
908,329 Killdeer Parkway,Edgeblab,403-92-5398,7664,Isuzu,VehiCROSS,Purple,2001,542607.84,36987-2245,Daisi Lindroos,Female,Cost Accountant,682-508-4887,dlindroosp7@odnoklassniki.ru,Fort Worth,United States,US,Texas,871 Delladonna Court,2019/05/05,62011-0140,2019/06/08,Second Class,Truck,76192,950435.75,2,0.6,jcb,3572490708993345,Okay
909,77 Fuller Road,Dazzlesphere,164-55-2994,8042,Mercedes-Benz,SL-Class,Green,2011,520263.99,57844-115,Brianne Tudbald,Female,Senior Sales Associate,513-404-8250,btudbaldp8@businessweek.com,Cincinnati,United States,US,Ohio,42 Ridge Oak Street,2018/08/09,49884-984,2019/03/07,Second Class,Truck,45296,773110.66,1,0.46,mastercard,5243676875905922,Very Good
910,1 Jay Drive,Yakijo,264-99-3237,8162,Pontiac,Trans Sport,Puce,1996,785144.32,10742-8223,Bendix Cridlan,Male,Graphic Designer,830-501-8513,bcridlanp9@is.gd,San Antonio,United States,US,Texas,74 Jay Place,2019/03/28,54868-5846,2019/01/23,Standard Class,Truck,78245,928886.20,1,0.82,jcb,3535171576761529,Good
911,90 Melody Road,Devshare,565-77-8895,0359,Volkswagen,Cabriolet,Goldenrod,1985,777674.47,52125-365,Shannah Chartre,Female,Help Desk Technician,916-188-5639,schartrepa@tamu.edu,Sacramento,United States,US,California,50212 Boyd Junction,2018/06/28,49349-609,2019/06/06,Standard Class,Truck,95894,736657.75,1,0.68,switch,6759223169799304497,Good
912,4146 Mesta Alley,Rhynyx,389-86-5501,8522,Isuzu,Trooper,Green,1998,590305.64,0603-4998,Carey Criple,Female,Web Designer III,803-129-5844,ccriplepb@vinaora.com,Columbia,United States,US,South Carolina,56 Vahlen Road,2018/11/12,68788-9107,2019/05/08,First Class,Truck,29208,978803.12,2,0.88,americanexpress,337941010513116,Bad
913,697 Meadow Vale Crossing,Avavee,129-96-5072,9006,Dodge,Viper,Khaki,1999,644394.31,68639-0001,Jud Dominelli,Male,VP Marketing,608-835-8333,jdominellipc@youku.com,Madison,United States,US,Wisconsin,6712 Glendale Street,2019/01/09,55319-504,2019/02/13,Same Day,Air,53726,846228.77,1,0.27,visa,4041379279508,Okay
914,22 Toban Lane,Skivee,645-37-7232,2098,Mazda,Familia,Blue,1991,667125.05,0378-5504,Kalie Stockell,Female,Business Systems Development Analyst,765-392-4786,kstockellpd@deliciousdays.com,Anderson,United States,US,Indiana,57234 Fair Oaks Plaza,2019/01/19,0093-0248,2019/02/23,First Class,Air,46015,706953.42,1,0.58,visa-electron,4917739185497739,Okay
915,9485 Dawn Circle,Quire,381-38-3686,0118,Lincoln,Continental,Red,1995,764693.06,0363-0359,Betty Cheyne,Female,Developer IV,334-800-4870,bcheynepe@cbc.ca,Montgomery,United States,US,Alabama,568 Moose Point,2018/10/16,0677-1978,2019/04/20,Standard Class,Air,36119,961367.22,1,0.37,visa,4726062821517112,Very Good
916,21 Di Loreto Avenue,Thoughtsphere,882-04-4231,9402,Cadillac,Escalade EXT,Crimson,2012,561348.68,53389-251,Anjanette Joselin,Female,Human Resources Manager,915-404-6100,ajoselinpf@weather.com,El Paso,United States,US,Texas,1802 Kinsman Avenue,2018/07/12,55154-3395,2019/02/18,Second Class,Air,79950,955091.14,2,0.54,bankcard,5602259176205212,Very Good
917,56 Lillian Lane,Oyoloo,850-05-1383,8809,Mercury,Monterey,Orange,2006,699895.06,52125-774,Jilleen Bennit,Female,Junior Executive,502-107-6172,jbennitpg@abc.net.au,Louisville,United States,US,Kentucky,3 Hagan Point,2019/01/26,22700-134,2019/01/01,Same Day,Truck,40256,711832.25,2,0.32,maestro,5038476411314725374,Very Good
918,34101 Rieder Plaza,Realblab,628-54-0917,038,GMC,Yukon,Yellow,1996,524938.57,52959-579,Joey MacConnell,Male,Junior Executive,480-817-5338,jmacconnellph@oracle.com,Gilbert,United States,US,Arizona,487 Erie Way,2018/09/08,33261-150,2019/02/25,Second Class,Air,85297,999315.69,2,0.69,bankcard,5602218544514010,Okay
919,10010 Brentwood Crossing,Rhyzio,326-05-8520,7937,Mitsubishi,Starion,Aquamarine,1985,779995.68,43063-392,Jillene Piotrowski,Female,Clinical Specialist,419-248-4272,jpiotrowskipi@slashdot.org,Lima,United States,US,Ohio,2053 Doe Crossing Trail,2018/11/18,48951-8025,2019/06/09,Same Day,Air,45807,747744.55,2,0.56,jcb,3569912131367800,Bad
920,9 Alpine Court,Fadeo,432-94-2747,9925,Saab,900,Purple,1993,670666.17,55154-7566,Hinze Bonhan,Male,Environmental Specialist,915-857-6049,hbonhanpj@ucla.edu,El Paso,United States,US,Texas,03530 Pleasure Hill,2018/10/12,62011-0198,2019/03/14,Standard Class,Air,79955,902584.60,1,0.34,visa,4041373738492960,Okay
921,338 Calypso Way,Yambee,777-13-2094,9305,Ferrari,599 GTB Fiorano,Mauv,2009,502335.29,55316-426,Dylan Shotter,Male,Recruiting Manager,405-127-5273,dshotterpk@wordpress.com,Oklahoma City,United States,US,Oklahoma,866 Maryland Place,2018/12/16,57520-0111,2019/05/09,First Class,Truck,73129,886109.91,1,0.62,switch,4903668714215930,Bad
922,23 Dapin Court,Divanoodle,789-49-3600,6611,Ford,F-Series,Goldenrod,2007,544872.91,75857-0001,Wilmar Dourin,Male,Senior Developer,860-227-3949,wdourinpl@europa.eu,West Hartford,United States,US,Connecticut,9 Bartelt Way,2018/10/02,60429-131,2019/05/05,First Class,Air,06127,959098.77,1,0.58,visa-electron,4917639792422239,Okay
923,2116 Canary Plaza,Buzzshare,815-62-0700,3452,Infiniti,EX,Blue,2010,599404.24,0268-6701,Quentin Churchill,Male,Nuclear Power Engineer,646-507-2400,qchurchillpm@phoca.cz,Brooklyn,United States,US,New York,2 Mcbride Terrace,2018/07/21,42998-974,2019/02/05,Same Day,Air,11215,992267.51,1,0.87,diners-club-carte-blanche,30044415117425,Very Bad
924,17243 Sunbrook Road,Browsetype,585-61-2229,9432,Saturn,VUE,Mauv,2003,538113.12,59779-600,Franzen Kirkman,Male,Staff Accountant III,917-113-9791,fkirkmanpn@edublogs.org,Jamaica,United States,US,New York,257 Anzinger Place,2019/06/12,30142-198,2019/05/12,First Class,Air,11470,813545.58,2,0.77,americanexpress,374288218928553,Bad
925,7 Vidon Circle,Tazz,502-96-3884,5141,Pontiac,Safari,Red,1987,750395.71,46994-329,Sela Marsters,Female,Cost Accountant,845-454-6377,smarsterspo@lycos.com,White Plains,United States,US,New York,681 Green Place,2018/09/08,0591-2467,2019/04/30,Same Day,Truck,10606,788082.02,1,0.32,visa-electron,4405990988511874,Bad
926,7817 Lakewood Lane,Feednation,710-21-1159,0612,Aston Martin,Vantage,Crimson,2008,720268.84,11523-1314,Inesita Lots,Female,Tax Accountant,904-365-2848,ilotspp@amazon.com,Jacksonville,United States,US,Florida,9121 Mcguire Way,2018/07/09,51138-067,2019/04/15,Same Day,Truck,32209,849411.71,1,0.37,jcb,3542407205633965,Good
927,4323 Nancy Parkway,Realbuzz,181-16-5414,5102,Nissan,Murano,Goldenrod,2009,613699.56,60505-3673,Hillie Minister,Male,Human Resources Assistant IV,901-929-9508,hministerpq@apache.org,Memphis,United States,US,Tennessee,4624 Menomonie Center,2018/12/24,69097-151,2019/02/06,Standard Class,Air,38143,732334.35,2,0.31,diners-club-enroute,201837665710325,Bad
928,6 6th Street,Nlounge,141-87-7188,1142,Nissan,Maxima,Khaki,1997,583144.17,54868-6220,Stevie Crossingham,Male,Budget/Accounting Analyst IV,818-954-8445,scrossinghampr@illinois.edu,Van Nuys,United States,US,California,5 Scoville Terrace,2019/05/01,63395-201,2019/04/30,Same Day,Truck,91411,796646.15,2,0.64,diners-club-enroute,201448493239279,Okay
929,79 Vidon Way,Katz,815-87-7868,9671,Volvo,S40,Mauv,2001,753115.75,0363-0604,Tadeo Pyson,Male,Geological Engineer,202-145-2061,tpysonps@marketwatch.com,Washington,United States,US,District of Columbia,362 Lighthouse Bay Plaza,2018/08/04,0093-5539,2019/02/05,Same Day,Air,20005,982564.02,1,0.48,americanexpress,337941544436842,Very Good
930,3495 Northwestern Street,Vinte,384-67-3810,8901,Toyota,Celica,Red,1976,747743.24,68382-027,Tedra Wasbey,Female,Media Manager IV,949-204-3472,twasbeypt@indiegogo.com,Irvine,United States,US,California,7806 Corscot Point,2019/01/23,50436-9973,2019/03/03,Standard Class,Truck,92612,724824.70,2,0.35,maestro,503813822387318766,Very Good
931,396 Tony Park,Skyvu,876-27-7207,8043,Saab,9-3,Crimson,2004,627014.03,68472-072,Cariotta Perel,Female,Internal Auditor,940-802-7294,cperelpu@github.com,Wichita Falls,United States,US,Texas,53 Amoth Road,2019/04/19,55111-565,2019/05/26,Standard Class,Air,76305,749629.33,1,0.55,jcb,3546870783223317,Very Good
932,873 Reinke Point,Roombo,709-70-9648,4531,Plymouth,Colt Vista,Fuscia,1994,655890.43,37000-764,Ingeborg Gasquoine,Female,Payment Adjustment Coordinator,206-990-8930,igasquoinepv@adobe.com,Seattle,United States,US,Washington,83056 Grayhawk Street,2018/10/20,51672-4109,2019/01/17,First Class,Air,98166,861981.38,1,0.89,visa,4041593530082,Bad
933,692 Arkansas Terrace,Blogtags,163-06-9928,3796,Maybach,57S,Aquamarine,2005,746550.84,0440-7805,Adiana Langshaw,Female,Occupational Therapist,435-516-5050,alangshawpw@npr.org,Salt Lake City,United States,US,Utah,412 Killdeer Parkway,2019/03/21,63187-061,2019/01/05,Second Class,Air,84105,882195.86,2,0.7,jcb,3539994692761347,Very Good
934,62188 Lunder Center,Rhybox,655-21-6931,8457,Lexus,LS,Puce,1989,645694.27,36800-980,Milzie Sutherby,Female,Nurse Practicioner,816-434-1505,msutherbypx@army.mil,Kansas City,United States,US,Missouri,2034 Sommers Parkway,2018/06/19,0942-6459,2019/05/03,Same Day,Air,64109,846757.92,2,0.5,visa-electron,4508024921703673,Bad
935,17831 Chinook Parkway,Skippad,791-05-7061,0131,Toyota,Solara,Green,1999,706179.75,68151-2871,Marla Essery,Female,Accountant IV,610-255-2286,messerypy@reference.com,Reading,United States,US,Pennsylvania,2855 Fairview Street,2019/02/10,0178-0490,2019/06/07,First Class,Air,19605,988909.90,2,0.58,bankcard,5602218486208886,Good
936,374 Golf Alley,Kazu,332-14-6264,9755,Maybach,57,Mauv,2005,516753.59,75904-3343,Cornall Canizares,Male,Teacher,217-611-7491,ccanizarespz@cloudflare.com,Springfield,United States,US,Illinois,1621 Sherman Center,2019/06/11,50436-6046,2019/06/01,First Class,Truck,62764,914837.16,2,0.58,china-unionpay,560224762810580108,Very Good
937,89821 Eliot Way,Vinte,107-81-5155,8397,Kia,Rio,Violet,2011,575473.29,59762-1412,Jenna Fathers,Female,Project Manager,803-345-0815,jfathersq0@surveymonkey.com,Columbia,United States,US,South Carolina,28775 Dwight Crossing,2019/04/28,61748-200,2019/03/26,Second Class,Air,29203,806931.20,1,0.87,diners-club-enroute,201924901365948,Bad
938,58 Cambridge Road,Bluejam,516-58-4018,110,Chevrolet,Silverado 2500,Teal,2009,746875.73,54575-348,Ardelia Toll,Female,Research Assistant I,337-599-9659,atollq1@dmoz.org,Lafayette,United States,US,Louisiana,900 Dottie Circle,2019/01/04,54868-5002,2019/04/27,First Class,Truck,70593,931028.62,1,0.39,jcb,3548271157373226,Okay
939,56 Forest Dale Center,Twitternation,441-20-8117,1173,Kia,Sportage,Khaki,2002,722002.22,0519-1357,Caitrin Povall,Female,Web Designer IV,781-141-8847,cpovallq2@nps.gov,Newton,United States,US,Massachusetts,43232 Spenser Lane,2018/06/29,27437-203,2019/01/31,Second Class,Truck,02458,960855.90,2,0.31,diners-club-international,36208796053764,Bad
940,7899 Lillian Park,Yodoo,572-69-8273,7759,Chevrolet,Sportvan G10,Maroon,1993,540825.50,41520-140,Esra Copp,Male,Dental Hygienist,702-291-8966,ecoppq3@myspace.com,Las Vegas,United States,US,Nevada,642 Merchant Point,2018/11/12,10019-033,2019/05/30,Second Class,Truck,89166,921195.48,1,0.58,mastercard,5186170388234086,Very Bad
941,14 Londonderry Place,Photobug,474-81-0976,5183,Mitsubishi,Excel,Pink,1989,643796.74,0781-5608,Clemence Freddi,Female,Registered Nurse,585-715-8353,cfreddiq4@gov.uk,Rochester,United States,US,New York,43479 Stoughton Alley,2019/06/03,49035-176,2019/03/24,Same Day,Air,14646,872210.84,1,0.61,switch,675907292688159256,Okay
942,8 Wayridge Center,Thoughtbeat,645-30-1824,4284,Ford,Explorer Sport,Mauv,2001,702638.94,76328-333,Hayward Audry,Male,Programmer Analyst III,646-450-7927,haudryq5@shinystat.com,New York City,United States,US,New York,2 Forster Avenue,2018/12/20,52125-877,2019/02/24,Second Class,Truck,10110,938864.54,1,0.78,jcb,3577042132735217,Very Good
943,105 Homewood Avenue,Fadeo,541-50-1247,561,Ford,Escape,Fuscia,2009,673956.21,63629-1671,Koral Foy,Female,Research Nurse,512-914-9456,kfoyq6@nbcnews.com,Austin,United States,US,Texas,27092 Susan Avenue,2018/12/25,68462-296,2019/05/29,First Class,Air,78769,887725.23,1,0.61,instapayment,6383245121425859,Bad
944,315 Del Mar Drive,Fivechat,331-38-7721,0064,Geo,Metro,Green,1995,626229.94,68105-005,Ahmed Suggett,Male,Project Manager,239-378-6349,asuggettq7@histats.com,Naples,United States,US,Florida,12275 Old Shore Terrace,2018/07/10,50198-2826,2019/06/14,Standard Class,Truck,34114,959754.27,1,0.64,mastercard,5548664354803190,Very Bad
945,55 Westend Center,Zoomdog,891-98-6803,9239,Chevrolet,Silverado 1500,Violet,2004,611966.63,63629-5094,Kingston Scotsbrook,Male,Project Manager,203-371-5513,kscotsbrookq8@theatlantic.com,New Haven,United States,US,Connecticut,9 Bluestem Pass,2019/01/25,55621-007,2019/01/10,First Class,Air,06538,719386.44,2,0.53,jcb,3536836819317987,Bad
946,05665 Sugar Hill,Yodo,604-07-4246,0481,BMW,760,Yellow,2004,511800.86,43596-0011,Orsola Allonby,Female,Recruiter,504-842-6094,oallonbyq9@ucla.edu,New Orleans,United States,US,Louisiana,7 Fair Oaks Trail,2018/09/08,55728-001,2019/01/19,First Class,Air,70142,752863.64,1,0.63,jcb,3545187098471197,Very Bad
947,1282 Harbort Plaza,Kwimbee,184-98-6155,9193,Audi,S6,Mauv,2007,673231.79,57520-0034,Kirsten Shoobridge,Female,Recruiting Manager,619-278-6699,kshoobridgeqa@ycombinator.com,San Diego,United States,US,California,8471 Orin Street,2018/10/11,0078-0512,2019/04/11,Standard Class,Truck,92127,768969.79,2,0.87,diners-club-carte-blanche,30409301410335,Very Bad
948,9 Kings Park,Wordtune,196-68-8662,593,Volvo,C30,Khaki,2012,698042.77,75884-100,Huntlee Cunnah,Male,Analog Circuit Design manager,208-912-6887,hcunnahqb@arstechnica.com,Idaho Falls,United States,US,Idaho,3 Atwood Parkway,2018/10/29,51079-425,2019/05/14,Standard Class,Truck,83405,851696.17,2,0.9,jcb,3587807839328971,Good
949,03019 Union Parkway,Quimba,349-54-1230,3409,Volvo,C70,Turquoise,2010,506162.39,66259-701,Estele Baggett,Female,Structural Engineer,614-674-9191,ebaggettqc@about.me,Columbus,United States,US,Ohio,2435 Goodland Circle,2019/02/15,50563-180,2019/04/12,Second Class,Truck,43268,786821.32,2,0.6,americanexpress,342765678134250,Bad
950,45 Kipling Circle,Skipstorm,753-08-5560,9945,Mercedes-Benz,CLS-Class,Teal,2006,760854.57,24571-111,Ulysses Stansbie,Male,Executive Secretary,773-176-4952,ustansbieqd@hibu.com,Chicago,United States,US,Illinois,718 Jenifer Road,2018/08/28,51141-3771,2019/01/17,First Class,Truck,60652,894256.15,2,0.57,jcb,3530952164981164,Bad
951,44379 Anderson Parkway,Gigazoom,413-96-8695,7252,Mercedes-Benz,CL-Class,Goldenrod,2009,683285.86,76119-1214,Anson Falks,Male,Payment Adjustment Coordinator,914-854-8656,afalksqe@forbes.com,Yonkers,United States,US,New York,74 Acker Center,2019/03/05,68645-468,2019/02/06,Standard Class,Truck,10705,704141.33,1,0.3,mastercard,5589422529297271,Very Good
952,3549 Glendale Hill,Voolia,525-54-1139,524,Volvo,C70,Aquamarine,2012,668093.59,58474-010,Bear Polin,Male,Internal Auditor,719-190-4530,bpolinqf@theglobeandmail.com,Pueblo,United States,US,Colorado,1 Dapin Circle,2019/01/31,0615-7667,2019/03/11,Second Class,Truck,81015,946497.71,1,0.86,maestro,6763870680137145481,Good
953,8 Old Gate Point,Divavu,202-80-8923,7093,Toyota,Highlander,Yellow,2008,541112.82,68382-795,Russ Hamon,Male,Database Administrator IV,503-155-0778,rhamonqg@nytimes.com,Beaverton,United States,US,Oregon,60322 Bultman Point,2019/05/05,59067-001,2019/05/12,Second Class,Truck,97075,956637.35,2,0.56,jcb,3574635116041727,Very Bad
954,66603 Eliot Lane,Yacero,191-07-5808,1241,Cadillac,Escalade EXT,Violet,2002,555111.84,23155-128,Brnaby Hurich,Male,Geological Engineer,313-509-3399,bhurichqh@boston.com,Detroit,United States,US,Michigan,156 Buhler Hill,2018/06/22,21624-001,2019/05/15,First Class,Truck,48217,750719.68,1,0.36,diners-club-carte-blanche,30024407736283,Good
955,4468 Hansons Place,Fadeo,141-40-6004,7910,Suzuki,SJ,Crimson,1985,641960.90,43857-0294,Winny Piscot,Female,Cost Accountant,213-255-5536,wpiscotqi@wiley.com,Van Nuys,United States,US,California,53772 Brown Junction,2018/07/04,64117-149,2019/04/15,First Class,Air,91499,920449.05,1,0.83,visa-electron,4175003332518732,Bad
956,2 Loeprich Road,Livefish,755-67-7009,4849,Dodge,Ram 2500,Turquoise,2007,798141.78,37808-230,Bonita Veracruysse,Female,Geological Engineer,302-210-1844,bveracruysseqj@google.com.hk,Newark,United States,US,Delaware,4 Southridge Drive,2019/05/27,55319-107,2019/04/07,First Class,Truck,19725,879833.37,1,0.81,bankcard,5602256992627751,Bad
957,6 Warner Drive,Skippad,518-75-5398,1142,Infiniti,QX,Green,2011,529963.30,43419-380,Carlota Mapletoft,Female,Research Assistant II,646-468-6380,cmapletoftqk@mtv.com,New York City,United States,US,New York,1 Drewry Avenue,2019/04/13,60429-509,2019/06/12,Same Day,Truck,10045,905366.74,2,0.65,jcb,3562888697251850,Very Good
958,5 Sullivan Hill,Demimbu,324-61-2750,8904,Audi,5000S,Aquamarine,1988,688837.92,63629-1346,Timoteo Lidgertwood,Male,Senior Cost Accountant,314-533-2582,tlidgertwoodql@deviantart.com,Saint Louis,United States,US,Missouri,74 South Place,2018/12/10,75936-111,2019/02/21,Standard Class,Air,63121,996374.15,2,0.55,jcb,3534221169334035,Bad
959,7 Dottie Place,Podcat,236-74-8866,4402,Dodge,Ram Van 3500,Turquoise,2001,508303.99,57664-229,Gare Flaherty,Male,Cost Accountant,813-847-6221,gflahertyqm@facebook.com,Tampa,United States,US,Florida,082 Warbler Court,2019/05/26,0832-1072,2019/06/17,Same Day,Truck,33686,715661.58,1,0.5,jcb,3571124323884412,Very Good
960,69 5th Alley,Kare,642-47-2130,2271,Chevrolet,Express 1500,Red,2009,567101.99,55926-0014,Alla Zuker,Female,Information Systems Manager,816-458-5692,azukerqn@baidu.com,Kansas City,United States,US,Missouri,16513 Jenifer Place,2019/01/08,59779-320,2019/03/17,First Class,Air,64153,883602.62,1,0.4,jcb,3549532856422161,Bad
961,2153 Eastlawn Pass,Browsedrive,812-70-9410,0419,Suzuki,Grand Vitara,Puce,2010,691809.05,25021-656,Rozanne Fanton,Female,Director of Sales,203-601-4916,rfantonqo@yahoo.com,Stamford,United States,US,Connecticut,1 Nobel Parkway,2019/06/03,64117-211,2019/06/07,Second Class,Truck,06905,947353.81,2,0.45,maestro,501882433957354858,Very Bad
962,74937 Lunder Trail,Gabvine,452-34-3464,1229,Volkswagen,New Beetle,Blue,2003,777460.38,26509-0003,Selie Brogi,Female,Sales Representative,540-821-3180,sbrogiqp@51.la,Roanoke,United States,US,Virginia,55 Maple Trail,2018/08/11,41163-445,2019/06/13,Standard Class,Air,24004,826034.52,1,0.33,switch,564182988521103227,Okay
963,3 Rusk Trail,Zazio,891-93-3442,3553,Volkswagen,Golf,Crimson,2006,647798.46,33992-3003,Kalli Coslett,Female,Business Systems Development Analyst,407-591-9064,kcoslettqq@reuters.com,Orlando,United States,US,Florida,5186 Nancy Trail,2019/03/18,46287-009,2019/05/08,Second Class,Truck,32835,976784.71,1,0.71,visa,4017956848315434,Very Good
964,2150 Acker Lane,Tazz,597-80-3691,0885,BMW,5 Series,Goldenrod,1994,798206.16,61727-303,Sascha Rallinshaw,Male,Database Administrator II,561-251-3124,srallinshawqr@youtu.be,West Palm Beach,United States,US,Florida,6693 Kinsman Park,2019/02/21,42998-402,2019/04/02,Second Class,Air,33411,917104.31,2,0.29,mastercard,5007664684692705,Very Good
965,1127 Independence Terrace,Trupe,108-37-5957,4231,Suzuki,Samurai,Khaki,1994,764379.38,49884-929,Albert O'Cosgra,Male,Software Test Engineer II,585-649-1979,aocosgraqs@uol.com.br,Rochester,United States,US,New York,4622 Raven Circle,2018/11/14,59137-525,2019/03/12,Second Class,Air,14652,729410.28,2,0.56,switch,564182048340902349,Good
